seg_idx,t_start_s,t_end_s,t_start_device_ns,t_end_device_ns,transcript,gaze_yaw_mean_rad,gaze_pitch_mean_rad,gaze_depth_mean_m,gaze_yaw_std_rad,head_accel_mag_mean,head_gyro_mag_mean,gps_speed_mps,body_state,lat,lon,left_hand_visible_frac,right_hand_visible_frac,discourse_level,discourse_label,discourse_confidence,seg_dur_s,f0_mean_hz,f0_std_hz,f0_range_hz,voiced_frac,energy_mean,energy_std,pause_frac,ser_arousal,ser_dominance,ser_valence,lang,level,label,confidence,rationale
75,404.29,406.21,3822760257012,3824684257012,"Y subiendo la montaña, encuentras las plantas.",-0.0739,-0.2267,0.671,0.3286,9.951,1.253,0.0,scanning,45.9516449,8.9249535,0.0,0.684,1,concrete,0.9,1.92,254.2,105.0,280.6,0.902,0.00382,0.00226,0.082,0.5253,0.5474,0.4289,es,1,concrete,0.9,Mentions tangible features: plants on mountain.
76,410.48,411.95,3828953257012,3830416257012,y se vuelve el santo curandero de la montaña así es como nace él,-0.3427,-0.3606,0.359,0.0625,9.963,0.3441,0.0,scanning,45.9516449,8.9249544,0.0,0.071,2,contextual,0.9,1.47,283.3,47.9,137.1,0.935,0.00257,0.00118,0.0,0.5586,0.5461,0.6096,es,2,contextual,0.9,Introduces character's origin story (context).
77,416.47,418.02,3834944257012,3836490257012,¿Cómo se llama?,-0.1921,-0.3628,0.382,0.0708,9.995,0.339,0.0,scanning,45.9516449,8.9249544,0.0,0.133,3,aside,0.95,1.55,231.7,89.2,253.6,0.612,0.00646,0.00481,0.163,0.7021,0.5976,0.4897,es,3,aside,0.95,"Direct question, procedural."
78,420.03,420.95,3838501257012,3839424257012,Manfredo Zetala su momia sigue vigente,0.0286,-0.2695,0.362,0.2811,10.104,1.2464,0.148,scanning,45.9516449,8.9249582,0.0,0.0,2,contextual,0.9,0.92,273.2,27.6,91.8,0.897,0.00419,0.00165,0.0,0.6803,0.6603,0.8179,es,2,contextual,0.9,Factual detail about historical character.
79,426.07,429.12,3844542257012,3847586257012,el tipo está en Rivas Ambitales él sigue haciendo milagros,-0.3659,-0.2628,0.772,0.1643,9.939,0.5621,0.727,walking,45.9516411,8.9249954,0.0,0.267,2,contextual,0.9,3.05,272.4,28.4,130.1,0.365,0.00298,0.00276,0.323,0.54,0.5573,0.7877,es,2,contextual,0.9,Elaborates on character's continued significance.
80,432.18,432.44,3850651257012,3850911257012,"Bueno, sí.",0.4039,-0.146,0.623,0.0107,10.64,1.2556,0.668,walking,45.9516106,8.9250288,0.0,0.0,3,aside,0.95,0.26,93.2,6.8,21.9,0.778,0.0032,0.00174,0.111,,,,es,3,aside,0.95,"Filler, agreement."
81,432.46,433.1,3850932257012,3851573257012,Es un fenómeno.,0.1242,-0.1783,1.672,0.1193,9.892,0.6361,0.663,walking,45.9516068,8.9250355,0.0,0.0,2,contextual,0.85,0.64,109.9,13.4,37.9,0.524,0.0033,0.00142,0.0,0.3201,0.4119,0.281,es,2,contextual,0.85,General assessment of character's importance.
82,435.21,436.59,3853676257012,3855059257012,Es un fenómeno.,-0.1415,-0.2645,1.286,0.2203,9.805,1.0447,0.85,walking,45.9515991,8.9250584,0.0,0.0,2,contextual,0.85,1.38,323.4,33.2,107.1,0.364,0.0024,0.00119,0.0,0.5492,0.5279,0.6106,es,2,contextual,0.85,"Repetition, general assessment."
83,436.61,438.73,3855079257012,3857203257012,"El curandero salva a toda la gente, las cura y todo.",-0.0942,-0.2414,1.501,0.244,9.924,0.8227,0.85,walking,45.9515953,8.9250689,0.0,0.0,2,contextual,0.9,2.12,253.1,34.1,206.9,1.0,0.00269,0.0009,0.0,0.5231,0.5066,0.5096,es,2,contextual,0.9,Describes character's role and actions.
84,438.81,441.54,3857283257012,3860006257012,"vive en la montaña, obviamente vive en una cueva en la montaña.",-0.0707,-0.3376,1.671,0.222,9.944,0.7204,0.982,walking,45.95158,8.9251022,0.0,0.0,1,concrete,0.9,2.73,222.6,40.4,171.3,0.977,0.00313,0.00125,0.0,0.6192,0.5942,0.5441,es,1,concrete,0.9,Describes tangible features: cave on mountain.
85,441.99,442.71,3860458257012,3861180257012,Una remita.,0.2287,-0.323,1.649,0.1754,10.036,0.9371,0.806,walking,45.9515762,8.9251232,0.0,0.0,1,concrete,0.9,0.72,96.1,8.7,36.3,1.0,0.00482,0.00179,0.0,0.2694,0.3382,0.4185,es,1,concrete,0.9,Names a specific tangible feature (small cave).
86,442.73,449.97,3861200257012,3868437257012,"Hace todos los milagros del mundo porque conoce las plantas, pero también porque conoce mucho mejor que yo todo lo que les estoy",0.0579,-0.2487,1.922,0.2092,9.943,0.4216,0.806,walking,45.95158,8.9251652,0.027,0.082,2,contextual,0.8,7.24,249.5,51.0,235.4,0.947,0.00317,0.00189,0.053,0.6872,0.6323,0.7268,es,2,contextual,0.8,Explains character's powers and wisdom (context).
87,450.03,453.36,3868501257012,3871826257012,diciendo la montaña sagrada y él codifica toda la montaña como un sistema sagrado.,0.0167,-0.2271,1.429,0.351,9.996,0.5368,0.613,walking,45.9515877,8.9251947,0.0,0.0,2,contextual,0.9,3.33,252.2,40.9,180.4,0.638,0.00195,0.00123,0.019,0.6584,0.6121,0.6399,es,2,contextual,0.9,Explains character's framing of the mountain.
88,457.32,459.77,3875791257012,3878238257012,"Y cuando se muere, en fin, hay toda una lucha increíble.",-0.0536,-0.4622,1.559,0.0651,9.901,0.3222,0.661,walking,45.9515991,8.9252357,0.0,0.0,2,contextual,0.9,2.45,265.9,43.4,162.3,0.675,0.00211,0.00164,0.299,0.3681,0.4217,0.4413,es,2,contextual,0.9,Continues historical narrative about character.
89,463.28,466.07,3881748257012,3884539257012,para que se vaya a Mérida o arriba a San Vitale y gana arriba.,-0.2289,-0.342,1.103,0.3568,9.898,0.6277,0.668,walking,45.9516106,8.9252844,0.25,0.0,2,contextual,0.9,2.79,237.0,36.1,217.4,1.0,0.00288,0.00116,0.011,0.6566,0.6214,0.584,es,2,contextual,0.9,Continues historical narrative about character.
90,468.14,469.65,3886608257012,3888116257012,Porque arriba tiene el batisterio que es ultraantiguo.,-0.2876,-0.2863,1.241,0.0929,9.904,0.3377,0.671,walking,45.9516258,8.9253206,0.0,0.0,1,concrete,1.0,1.51,220.9,26.1,112.8,0.771,0.00283,0.00093,0.0,0.5192,0.5516,0.5412,es,1,concrete,1.0,Names feature and describes it.
91,472.78,473.64,3891252257012,3892113257012,El batisterio es fenomenal.,0.1956,-0.2731,1.296,0.242,9.798,0.6777,0.807,walking,45.9516258,8.9253578,0.0,0.0,2,contextual,0.9,0.86,234.7,22.5,72.2,0.963,0.00265,0.00059,0.0,0.5532,0.5263,0.5073,es,2,contextual,0.9,Evaluative comment about the object.
92,473.74,479.97,3892213257012,3898437257012,"No digo nada porque si un día podemos decir algo sobre ese batisterio, es una historia fenomenal.",-0.2248,-0.263,1.675,0.2935,9.94,0.6188,0.517,walking,45.9516487,8.9253845,0.0,0.0,3,aside,1.0,6.23,225.6,30.6,166.7,0.759,0.00256,0.00106,0.01,0.5348,0.5219,0.5624,es,3,aside,1.0,Metalinguistic comment; teases future discussion.
93,480.03,480.69,3898501257012,3899164257012,El bauticero es fenomenal.,-0.212,-0.2613,1.813,0.098,9.655,0.3394,0.614,walking,45.9516525,8.9254045,0.0,0.0,2,contextual,0.9,0.66,179.7,22.8,69.2,0.714,0.00204,0.00085,0.0,0.4851,0.5433,0.4254,es,2,contextual,0.9,Evaluative comment about the object.
94,482.88,484.47,3901353257012,3902938257012,Tiene un piso romano.,-0.1846,-0.2003,0.682,0.1891,9.946,0.5411,0.517,walking,45.9516602,8.9254236,0.0,0.0,1,concrete,1.0,1.59,287.7,34.9,120.9,0.48,0.0029,0.0013,0.02,0.4147,0.4359,0.5623,es,1,concrete,1.0,Describes a specific physical feature.
95,484.49,485.25,3902958257012,3903720257012,Precioso.,-0.5773,-0.2268,0.479,0.2329,9.918,0.6496,0.615,walking,45.9516602,8.925436,0.0,0.571,2,contextual,0.9,0.76,219.2,59.0,187.4,1.0,0.00191,0.00049,0.0,0.5133,0.516,0.5149,es,2,contextual,0.9,Evaluative adjective for the feature.
96,485.75,487.5,3904222257012,3905967257012,Tiene un piso romano que tú puedes pisar.,-0.3207,-0.1961,0.646,0.3394,9.916,0.5925,0.615,walking,45.951664,8.9254436,0.0,0.111,1,concrete,1.0,1.75,204.4,64.9,214.9,0.964,0.00245,0.00077,0.0,0.5676,0.5914,0.3122,es,1,concrete,1.0,Describes a specific feature and its function.
97,487.52,488.5,3905987257012,3906970257012,"Sí, sí.",-0.1702,-0.2917,0.516,0.313,9.948,0.8617,0.615,walking,45.9516792,8.9254541,0.0,0.7,3,aside,1.0,0.98,209.8,3.3,8.6,0.161,0.0018,0.00078,0.0,0.3429,0.4301,0.3592,es,3,aside,1.0,Filler or simple affirmation.
98,488.94,492.67,3907411257012,3911141257012,"Y cuando yo me fui, lo primero que vi de eso era el piso romano.",-0.3186,-0.2804,0.721,0.374,9.932,0.6748,0.607,walking,45.951683,8.9254761,0.0,0.395,2,contextual,0.9,3.73,264.6,42.9,193.6,0.923,0.00276,0.00122,0.009,0.6317,0.5943,0.6521,es,2,contextual,0.9,Personal anecdote providing context for object.
99,492.69,495.0,3911161257012,3913467257012,"Y dije, aquí hay un piso romano.",-0.1272,-0.3209,0.666,0.3797,9.898,0.534,0.589,walking,45.9516907,8.9255028,0.0,0.261,2,contextual,0.9,2.31,256.4,43.5,136.0,0.644,0.0024,0.00071,0.0,0.5664,0.5442,0.5534,es,2,contextual,0.9,"Personal thought, part of contextual story."
100,495.12,495.78,3913587257012,3914248257012,"La gente caminando, qué horror.",-0.3573,-0.0887,1.054,0.1766,9.731,0.5823,0.516,walking,45.9516907,8.9255085,0.0,0.0,2,contextual,0.9,0.66,286.7,28.3,84.9,0.714,0.00214,0.00066,0.0,0.5526,0.5122,0.498,es,2,contextual,0.9,"Personal reaction, adds context to situation."
101,495.8,498.28,3914268257012,3916752257012,"Y fui a buscar al cura para decirle, pero le pongan una protección, ¿no?",-0.265,-0.3189,0.939,0.2787,9.942,0.5763,0.516,walking,45.9516945,8.9255171,0.0,0.4,2,contextual,0.9,2.48,274.9,31.7,130.9,0.821,0.00298,0.00127,0.0,0.5735,0.5477,0.4455,es,2,contextual,0.9,Describes action in a contextual narrative.
102,502.83,507.92,3921299257012,3926392257012,"Y el cura me mira como una estúpida que yo soy y me dice, no, es que...",-0.2568,-0.2359,1.108,0.3066,9.913,0.4932,0.591,walking,45.9517021,8.9255676,0.0,0.0,2,contextual,0.9,5.09,240.8,45.3,211.8,0.494,0.0017,0.00087,0.0,0.4156,0.4354,0.4358,es,2,contextual,0.9,"Describes interaction, sets up explanation."
103,510.03,511.45,3928501257012,3929924257012,El batistero todavía está en uso.,-0.6342,-0.2384,1.473,0.1389,9.898,0.7623,0.666,walking,45.9517136,8.9256067,0.0,0.071,1,concrete,1.0,1.42,216.3,40.5,147.2,0.8,0.0009,0.00026,0.0,0.4668,0.4818,0.5242,es,1,concrete,1.0,States current functional status of object.
104,512.12,516.66,3930585257012,3935133257012,"El lugar sigue siendo sagrado, por ende no, no hay que cubrirlo.",0.0585,-0.3318,1.217,0.224,9.906,0.5339,0.668,walking,45.9517212,8.9256344,0.0,0.0,2,contextual,1.0,4.54,214.2,41.3,157.0,0.38,0.00107,0.00046,0.0,0.4988,0.5132,0.627,es,2,contextual,1.0,Explains reason/context for object's status.
105,517.63,519.75,3936098257012,3938223257012,Ahí dándome una clase gigante de conservación del patrimonio inmaterial.,-0.0507,-0.4288,0.872,0.0595,9.917,0.3504,0.518,walking,45.9517288,8.925662,0.0,0.0,3,aside,0.9,2.12,203.1,28.4,132.8,0.985,0.00227,0.00065,0.0,0.6026,0.6059,0.8145,es,3,aside,0.9,Meta-commentary on interaction
106,522.42,527.46,3940890257011,3945930257012,El uso nunca ha dejado de ser durante dos mil años más.,-0.1314,-0.2681,0.749,0.337,9.978,0.8968,0.517,walking,45.9517593,8.9256954,0.0,0.216,1,concrete,0.9,5.04,256.3,43.0,174.4,0.741,0.003,0.00164,0.063,0.5764,0.5842,0.5203,es,1,concrete,0.9,Describes object's continuous function
107,527.62,530.12,3946085257012,3948591257012,La mejor herramienta de preservación es que se mantenga el uso.,-0.0788,-0.2037,0.563,0.2193,9.926,0.6602,0.729,walking,45.9517632,8.9257107,0.0,0.12,2,contextual,0.9,2.5,124.6,7.3,31.5,0.987,0.00831,0.0034,0.025,0.3567,0.3963,0.3518,es,2,contextual,0.9,General principle of preservation
108,530.3,533.45,3948771257012,3951918257012,"Es el uso, o sea, ese baptisterio...",-0.0623,-0.3219,0.43,0.3659,9.918,0.8871,1.4,walking,45.9517708,8.9257374,0.0,0.194,1,concrete,0.95,3.15,209.1,110.2,289.8,0.657,0.00597,0.00563,0.323,0.5815,0.5479,0.6028,es,1,concrete,0.95,Connects general idea to specific object
109,535.17,535.71,3953642257012,3954184257012,Así usado.,-0.0175,-0.3757,0.462,0.0232,9.502,0.3033,1.373,walking,45.9518051,8.9257584,0.0,0.8,1,concrete,0.95,0.54,300.8,30.8,163.2,1.0,0.00251,0.00062,0.0,0.5281,0.5286,0.4806,es,1,concrete,0.95,Affirms specific object's state
110,535.75,537.9,3954224257012,3956371257011,Ven acá.,-0.1983,-0.497,0.429,0.1609,9.954,0.8112,1.373,walking,45.9517937,8.9257698,0.0,0.273,3,aside,0.95,2.15,279.8,51.0,163.7,0.515,0.00212,0.00063,0.0,0.5902,0.5496,0.4884,es,3,aside,0.95,Procedural command to audience
111,537.92,539.87,3956391257012,3958337257011,"Eso estaba también en el... Arriba, no sé.",-0.159,-0.339,0.748,0.1462,9.983,0.8027,1.373,walking,45.9517632,8.9257812,0.0,0.0,1,concrete,0.9,1.95,65.0,0.0,0.0,0.443,0.00122,0.00035,0.0,0.3685,0.3805,0.4252,es,1,concrete,0.9,Refers to specific object and location
112,540.03,542.46,3958501257011,3960928257012,Eso es bien importante porque nos da las direcciones cardinales.,-0.0482,-0.3931,0.542,0.23,9.936,0.8185,0.876,walking,45.9517479,8.9257879,0.0,0.0,1,concrete,0.95,2.43,137.4,77.0,180.4,0.566,0.00111,0.00033,0.0,0.3921,0.4352,0.4775,es,1,concrete,0.95,Explains object's specific function
113,542.68,543.74,3961149257012,3962212257011,Es un orientador.,-0.2123,-0.017,1.026,0.1218,9.853,0.5563,0.431,scanning,45.9517403,8.9257898,0.0,0.0,1,concrete,0.95,1.06,196.2,7.1,31.0,0.824,0.00249,0.00032,0.0,0.442,0.4657,0.4738,es,1,concrete,0.95,Names object's type or function
114,548.3,551.15,3966770257011,3969619257012,"Cuando no había brújula, había esas cosas.",-0.1278,-0.1658,0.839,0.1125,9.894,0.6098,0.148,scanning,45.951725,8.9257832,0.0,0.286,2,contextual,0.9,2.85,228.3,29.5,128.3,0.722,0.00172,0.00067,0.0,0.4088,0.4671,0.4866,es,2,contextual,0.9,General historical context for objects
115,551.53,554.8,3970000257012,3973270257012,"Por ende, está acá y estaba allá.",-0.0177,-0.2239,0.694,0.2831,9.965,1.0494,0.073,scanning,45.9517288,8.9257832,0.0,0.03,1,concrete,0.9,3.27,,,,0.0,0.00319,0.00293,0.175,0.4729,0.5142,0.4417,es,1,concrete,0.9,Describes object's distribution or presence
116,557.56,560.41,3976034257012,3978881257012,"Perdón, no se lo dije, pero bueno, aprovecho para decirlo ahora.",-0.0849,-0.2651,0.622,0.1518,9.918,0.9815,0.0,scanning,45.9517326,8.9257812,0.0,0.0,3,aside,0.95,2.85,180.4,12.0,54.7,0.544,0.00079,0.0002,0.0,0.446,0.4435,0.5302,es,3,aside,0.95,"Self-correction, discourse management"
117,560.43,563.9,3978901257012,3982369257012,¿Por qué ese camino no es tan bello como el otro?,0.01,-0.0699,0.801,0.2698,9.998,0.8631,0.0,scanning,45.9517326,8.9257812,0.0,0.0,1,concrete,0.95,3.47,211.5,54.8,254.2,0.706,0.00184,0.00074,0.0,0.2583,0.2857,0.4731,es,1,concrete,0.95,Compares specific physical features
118,565.58,567.51,3984053257012,3985978257012,"O sea, porque este es más ancho.",0.0862,-0.1714,0.931,0.0928,9.987,0.2642,0.45,scanning,45.9517326,8.9257908,0.0,0.0,1,concrete,0.95,1.93,195.5,24.8,114.5,0.934,0.0011,0.00019,0.0,0.5743,0.6091,0.7147,es,1,concrete,0.95,Describes specific physical attribute
119,570.03,571.41,3988501257012,3989883257012,"Para los coches, para los coches.",-0.4512,-0.2178,0.478,0.2115,9.864,0.6092,0.432,scanning,45.9517441,8.9257994,0.0,0.0,1,concrete,0.95,1.38,122.3,31.4,102.9,0.727,0.00283,0.00139,0.0,0.3884,0.4335,0.5429,es,1,concrete,0.95,Explains purpose of physical feature
120,580.35,581.81,3998815257012,4000278257012,"El camino ancestral que es allá, terminaba acá.",-0.2728,-0.1161,1.585,0.286,9.983,0.9343,0.925,walking,45.9517899,8.9258556,0.0,0.0,1,concrete,1.0,1.46,,,,0.0,0.0015,0.00036,0.0,0.4228,0.4744,0.4365,es,1,concrete,1.0,Describes a specific physical path.
121,581.83,582.85,4000298257012,4001320257012,Ese es el camino antiguo.,-0.3339,-0.031,1.656,0.1236,10.118,0.5625,1.048,walking,45.9517937,8.925868,0.0,0.0,1,concrete,1.0,1.02,,,,0.0,0.00149,0.00029,0.0,0.8053,0.7083,0.4326,es,1,concrete,1.0,Identifies a physical path.
122,587.95,589.45,4006422257012,4007923257012,"No digo abandonado, pero dejado de lado para permitir.",-0.1818,-0.178,2.892,0.2343,9.975,0.6816,0.784,walking,45.9517822,8.9259491,0.0,0.0,3,aside,1.0,1.5,234.2,24.9,77.6,0.681,0.00249,0.00087,0.0,0.5263,0.49,0.4544,es,3,aside,1.0,Self-correction on wording.
123,598.58,599.32,4017053257012,4017786257012,Ustedes han notado una...,-0.5698,-0.1482,0.66,0.0902,10.079,0.925,1.284,walking,45.9518471,8.9260798,0.0,0.0,3,aside,1.0,0.74,314.5,18.1,49.8,0.583,0.00172,0.00055,0.0,0.5403,0.502,0.4032,es,3,aside,1.0,Direct question to audience.
124,600.03,602.42,4018501257012,4020891257012,cosa quizás que llegando del camino ancestral,-0.0312,-0.2901,0.561,0.3081,10.051,1.1142,1.079,walking,45.9518585,8.9260941,0.0,0.042,3,aside,1.0,2.39,275.2,45.9,134.0,0.373,0.00248,0.00049,0.0,0.5837,0.5716,0.3986,es,3,aside,1.0,Sets up an audience observation.
125,604.05,605.21,4022517257012,4023682257012,"Tú vas descubriendo poco a poco, ¿cierto?",-0.4129,-0.19,0.541,0.2264,10.033,0.4234,0.59,walking,45.9518738,8.9261169,0.0,0.0,3,aside,1.0,1.16,270.4,22.1,66.1,0.73,0.00159,0.00057,0.0,0.5422,0.5203,0.4666,es,3,aside,1.0,Direct audience engagement.
126,608.39,616.27,4026857257012,4034736257012,"O sea, la idea de llegar a subir a la montaña es como empieza con esto, con la codificación espacial que tú ves acá.",-0.1814,-0.2153,0.748,0.299,9.985,0.9403,0.561,walking,45.9518623,8.9261789,0.0,0.0,2,contextual,1.0,7.88,260.9,44.0,203.8,0.717,0.00184,0.00083,0.0,0.5995,0.5773,0.6605,es,2,contextual,1.0,Explains the concept of spatial design.
127,616.37,617.91,4034836257012,4036383257012,"Pero si yo le abro una calle gigante,",-0.0771,-0.2882,0.698,0.168,9.946,0.6656,0.147,scanning,45.9518661,8.9261875,0.0,0.0,2,contextual,1.0,1.54,309.2,52.6,132.2,0.633,0.00187,0.00056,0.0,0.6791,0.6321,0.6926,es,2,contextual,1.0,Sets up a hypothetical scenario.
128,627.86,629.87,4046329257012,4048337257012,"Es un poco como, por ejemplo,",-0.0074,-0.2842,0.665,0.1588,9.843,0.418,0.956,walking,45.9518776,8.9262161,0.0,0.0,3,aside,1.0,2.01,243.1,43.0,133.1,0.54,0.00148,0.00026,0.0,0.5312,0.5175,0.5538,es,3,aside,1.0,Introduces an example.
129,630.03,632.82,4048501257012,4051289257012,"Nell'epoca fascista, in Roma, il portico di San Pedro",-0.1831,-0.15,1.038,0.3436,9.932,0.8113,0.956,walking,45.9518776,8.9262447,0.0,0.071,2,contextual,1.0,2.79,288.1,56.7,179.6,0.443,0.00112,0.00052,0.0,0.5986,0.5839,0.5504,it,2,contextual,1.0,"Provides a historical, tangential example."
130,635.67,638.82,4054137257012,4057289257012,è una obra barocca di Bernini fenomenale,-0.292,-0.3189,0.523,0.3091,9.906,0.7962,0.446,scanning,45.9519005,8.92626,0.0,0.0,2,contextual,1.0,3.15,238.9,51.5,239.4,0.596,0.00237,0.00322,0.576,0.3462,0.3509,0.5355,it,2,contextual,1.0,Describes the tangential example's origin.
131,640.77,642.87,4059237257012,4061342257012,"Era una sorpresa, tu entri in questo disegno di un abbraccio.",-0.4909,-0.1841,0.527,0.1334,10.026,0.6752,0.563,walking,45.951931,8.9262896,0.0,0.0,2,contextual,1.0,2.1,262.5,33.9,121.5,0.864,0.00181,0.00081,0.0,0.5502,0.5325,0.3458,it,2,contextual,1.0,Explains effect of tangential example.
132,646.16,649.22,4064632257012,4067685257012,"fantastico, gigante e di pronto in epoca fascista le apre un cammino",-0.4266,-0.1795,0.561,0.1928,9.938,0.729,0.518,walking,45.9519272,8.9263163,0.0,0.0,2,contextual,1.0,3.06,303.0,35.1,137.3,0.719,0.00165,0.00066,0.0,0.6374,0.6036,0.6276,it,2,contextual,1.0,Continues historical example narrative.
133,649.66,657.34,4068127257012,4075805257012,che si chiama Via della Conciliazione che rompe tutto questo perché lo vedi da lontano e non è più una sorpresa,-0.3714,-0.1672,0.586,0.2982,9.96,0.8489,0.849,walking,45.9519386,8.926342,0.0,0.0,2,contextual,1.0,7.68,244.5,67.5,292.1,0.763,0.00249,0.0022,0.224,0.5802,0.5394,0.7216,it,2,contextual,1.0,Explains impact of historical example.
134,657.38,659.17,4075845257012,4077639257012,E' stato un momento buono per me.,-0.4422,-0.1412,0.851,0.1764,10.016,0.9173,0.615,walking,45.9519653,8.9263897,0.0,0.0,3,aside,1.0,1.79,250.5,39.7,152.7,0.589,0.00102,0.00024,0.0,0.5906,0.5657,0.69,it,3,aside,1.0,"Personal, off-topic reflection."
135,660.54,664.16,4079007257012,4082635257012,"Te rompe la sorpresa, te impide entrar en contacto con el bosque.",0.139,-0.2834,0.529,0.234,9.915,0.3342,0.222,scanning,45.9519691,8.9263983,0.0,0.0,2,contextual,0.9,3.62,260.9,58.1,229.0,0.798,0.00165,0.00079,0.009,0.6023,0.5808,0.5908,es,2,contextual,0.9,General observation about experience with forest
136,667.37,669.54,4085842257012,4088007257012,"entrar en esa red y una vez que está en esa red, como si...",-0.2765,-0.1468,1.044,0.149,9.949,0.1329,0.147,dwelling,45.951973,8.9263935,0.0,0.0,2,contextual,0.85,2.17,271.8,46.8,187.8,0.882,0.00115,0.00027,0.0,0.5705,0.5611,0.4933,es,2,contextual,0.85,Continuation of general experience framing
137,674.83,677.65,4093300257012,4096125257012,Y esta calle enorme con el carro.,-0.0661,-0.2459,0.78,0.1918,9.974,0.9582,0.517,walking,45.951973,8.9263659,0.0,0.0,1,concrete,0.95,2.82,249.5,68.1,216.1,0.798,0.00122,0.0005,0.0,0.5417,0.5502,0.364,es,1,concrete,0.95,"Names physical features: street, car"
138,688.97,689.13,4107442257012,4107604257012,Gracias.,0.0162,-0.1092,0.764,0.0,10.88,0.3373,1.277,walking,45.9520378,8.9264679,0.0,0.0,3,aside,1.0,0.16,,,,0.0,0.00123,0.0003,0.0,,,,es,3,aside,1.0,Simple social remark
139,690.03,691.15,4108501257012,4109623257012,"Además, porque cuando tú andas con un carro",-0.0203,-0.1333,1.009,0.2199,9.996,0.8228,1.113,walking,45.9520416,8.9264774,0.0,0.0,2,contextual,0.9,1.12,,,,0.0,0.00094,0.00022,0.0,0.5448,0.4363,0.4466,es,2,contextual,0.9,Contextual explanation about using a car
140,697.53,698.49,4115997257012,4116959257012,"Obviamente andas más rápido, etc.",0.1275,-0.3033,0.685,0.1921,10.067,1.1859,1.258,walking,45.9520454,8.9265919,0.0,0.4,2,contextual,0.9,0.96,206.6,3.3,10.8,0.323,0.00177,0.0002,0.0,0.4625,0.5017,0.3788,es,2,contextual,0.9,Generalisation about car's effect on speed
141,706.42,707.3,4124887257012,4125769257012,Tampoco cuando tú vas en bicicleta.,0.1707,-0.2655,0.796,0.1012,10.074,0.3937,0.811,walking,45.9520454,8.9267244,0.0,0.0,2,contextual,0.9,0.88,264.5,58.0,160.3,1.0,0.00125,0.00036,0.0,0.6707,0.5967,0.5966,es,2,contextual,0.9,Comparison of transport modes (bike)
142,707.32,708.2,4125789257012,4126671257012,Si vas con una mula es mejor.,-0.3285,-0.1865,0.974,0.1776,10.061,1.3336,0.786,walking,45.9520493,8.926734,0.0,0.0,2,contextual,0.9,0.88,234.3,23.6,83.3,1.0,0.00119,0.00047,0.0,0.5934,0.5499,0.5283,es,2,contextual,0.9,Recommendation/opinion about using a mule
